text,score,magnitude,sentiment
"@naosalvo e eu que tenho conta lá, não ganho nem um cartão de boas festas do @AloBradesco :( consideração mil graus",-0.400000006,0.400000006,Neutro
@felipealmeida_s @AloBradesco te dou 3 uvas passas de presente,0,0,Neutro
"@trollador_jr @AloBradesco bem feito, quem mandou n ser ryco q nem eu e movimentar milhoes de reais por ano",-0.200000003,0.200000003,Neutro
@biavcastro @AloBradesco divido o vinho aqui,0.200000003,0.200000003,Neutro
@GuilhermeCPrado @AloBradesco hauhuahu deixa de dor de cotovelo ae guiherme!,0.400000006,0.400000006,Neutro
"@naosalvo @AloBradesco sou cliente do Bradesco e nunca ganhei nem 1 real de presente. Puxa-saquismo, a gente vê por aqui rs",-0.1000000015,0.8999999762,Neutro
@lipecasagrande @AloBradesco o dia q vc for ryco e movimentar a mesma grana q eu ai vc ganha cara ahuhuahuhauhuahuahu,0,0,Neutro
"@naosalvo @AloBradesco auhauahuau, tapa na cara dos pobres",-0.5,0.5,Neutro
"@lipecasagrande @AloBradesco to brincando huahua mas se quiser eu divido o vinho aqui =)
abs",0.400000006,0.8999999762,Neutro
@naosalvo @AloBradesco Bacana .. eles só me mandam boletos!!,0.6000000238,0.6000000238,Neutro
@Juninhoo3 @AloBradesco paga sua conta do twitter ae rapa! hauhuahu,0,0.1000000015,Neutro
"@naosalvo @AloBradesco olha q so chupim. Se for passar a virada do ano em Camboriú- SC, já te mando um torpedo pra ir lá rouba a garrafa kkk",0,0.1000000015,Neutro
"@lipecasagrande @AloBradesco estarei em Balneario! (mas n sei o bairro, n conheço nada)",0,0.3000000119,Neutro
"@naosalvo @azaghal @AloBradesco legal, mas pra vocês que são populares né, eu sou cliente há anos e só ganho tarifas e mais tarifas. huahue",-0.3000000119,0.3000000119,Neutro
@PauloDias @azaghal @AloBradesco começa a movimentar o tanto de dinheiro q gente milionaria como a gente movimenta q vc ganha huahuahuau =P,0.3000000119,0.3000000119,Neutro
Tambem queria ganhar a cesta de final de ano do @AloBradesco :(((,-0.400000006,0.400000006,Neutro
"@Bradesco
Preciso falar com o @Bradesco urgentemente!",0,0.1000000015,Neutro
.@CAIXA atinge R$ 100 bilhões no crédito imobiliário =&gt; http://t.co/z3hOhnAoMi,0,0.1000000015,Neutro
Alô @mariocaixa! Estou ligado! #Caixa http://t.co/8w2kpafWMx,0,0.200000003,Neutro
#Caixa atinge R$ 100 bilhões no  ano em crédito imobiliário.,0,0,Neutro
#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA,0,0,Neutro
@Caixa ignorou risco de calote em programa Minha Casa Melhor http://t.co/KYss2UPbCi Da série o meu o seu o nosso...,0.200000003,0.200000003,Neutro
"I'm at @Caixa Econômica Federal (Vitória, ES) [pic]: http://t.co/uIGAqcEFiX",0,0,Neutro
#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA,0,0,Neutro
To em duvida se abro minha conta na @caixa @santander_br ou @Bradesco,-0.8000000119,0.8000000119,Neutro
Caixa lança 5 novas linhas de #crédito para a produção rural. http://t.co/6JWRiunHCW @CAIXA @ImprensaCAIXA,0.1000000015,0.1000000015,Neutro
#CaféComAPresidenta @ImprensaBNB @ImprensaCAIXA @BancodoBrasil @Banrisul e @Banestes_SA participam d #ProgramaCrescer http://t.co/FOD0gNFaYW,0,0,Neutro
Circuito @CAIXA apresenta os futuros atletas brasileiros. http://t.co/7q6hrzUz7A @minesporte @ImprensaCAIXA,0.1000000015,0.1000000015,Neutro
Dilma sanciona lei que libera recursos para #MinhaCasaMelhor. http://t.co/O47GQeS9kF  @CAIXA @ImprensaCAIXA,0.200000003,0.5,Neutro
http://t.co/EWMZipCAnh um oferecimento @rede_globo e @CAIXA,0,0,Neutro
OSX confirma negociação com a @Caixa para renovação de empréstimo http://t.co/tE8E3QARz5 Da série o meu o seu o nosso...,0.1000000015,0.1000000015,Neutro
Livro “Prog Bolsa Família:década de inclusão e cidadania” foi desenvolvido pelo @MDSComunicacao e @ipeaonline: http://t.co/AnWIuTpudB #CAIXA,-0.200000003,0.200000003,Neutro
"I'm at @Caixa Econômica Federal (Vitória, ES) http://t.co/ENYHhirVkx",0,0,Neutro
#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA,0,0,Neutro
Reinaldinho Gaúcho vai lançar uma na cabeça do maico hoje e ele vai meter a: #caixa,-0.400000006,0.400000006,Neutro
"Lucro da @Caixa cresce 19,3% até setembro. http://t.co/DIlvNaNPdL @ImprensaCAIXA",0.400000006,0.400000006,Neutro
#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA,0,0,Neutro
"RT @vasco: dm RT @caixa: Com o Figueirense subindo, nós não patrocinaremos ninguém na B 2014. :~~",-0.3000000119,0.3000000119,Neutro
#BrasilSemMiséria já saiu! http://t.co/Y4vcn8HznC Graças a @CAIXA,0.200000003,0.400000006,Neutro
"Cont.@robertolinhares e Sup.Regional da @CAIXA RN Uma figura humana extraordiordinaria,e um dos melhores gestores do Gov.Federal no RN.",-0.1000000015,0.1000000015,Neutro
Apartamentos do MCMV na Baixada Fluminense são inundados http://t.co/wlsQ4wLbOG Tal como dantes; exceto que moradores devem à @caixa...,-0.5,0.5,Neutro
#FF @ImprensaCAIXA =&gt; Agenda #cultural pelo país e notícias da @CAIXA,0,0,Neutro
(A) Com @robertolinhares na Confraternização da @CAIXA http://t.co/vsSqJ84p57,0.1000000015,0.1000000015,Neutro
@CAIXA estou com problemas com o conectividade social,0.400000006,0.400000006,Neutro
"I'm at @Caixa Econômica Federal (Vitória, ES) http://t.co/TcGDmr64Q2",0,0,Neutro
"@claro @k1ssmeDemi @hugmesmith KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK, AI MEU RIM",0,0,Neutro
@hugmesmith @claro @k1ssmeDemi que?,0,0,Neutro
Verificar meu resultado do http://t.co/JMimPpSXnd: #speedtest cc @ClaroBlog http://t.co/tNeLpTCuGY,0,0,Neutro
@AleGiraldoP @MovistarCo @Ministerio_TIC @claro si en corferias!!!,0,0,Neutro
"E eu lá , assistindo #claro  torcendo , zoando :) =)",0.6999999881,0.6999999881,Neutro
"@NerioM @patomunoz @claro vengase a la cisterna...habemos como 40
jajajajaja",0,0,Neutro
Hoje vou estar na transmissão de Inter x Flu! Tem como dar aquela moral?? #ligaí #claro #senãoforatrapalhar,0.1000000015,0.3000000119,Neutro
"Trabalho até no portão de embarque! Valeu, #Claro. :-D #MMTour @ San Francisco International Airport… http://t.co/wx8qdozJC9",0,0.3000000119,Neutro
Meu Trabalho é Claro... ???????????? #trabalho #work #mywork #mylife #clarobrasil #clarooficial #is #me… http://t.co/llYNGyyXgP,0.1000000015,0.6000000238,Neutro
Acho que vou virar @claro,0,0,Neutro
Novo capítulo Cauê vs. @ClaroBlog: a atendente me liga e diz que as gravações dos atendimentos que requisitei MISTERIOSAMENTE sumiram.,0.1000000015,0.200000003,Neutro
Uma imagem que resume a potência do meu 3G da @ClaroBlog @ClaroRonaldo http://t.co/S1Ff9BUbx8,-0.5,0.5,Neutro
@ClaroBlog  deem uma olhada no protocolo. Ainda não recebi retorno.,-0.1000000015,0.200000003,Neutro
@sergiofigli @MovistarArg pasate a @claro Sergio...,0,0,Neutro
@Nibunnoichi32 @MovistarArg @claro apestan todas,-0.8000000119,0.8000000119,Neutro
@danilloaraujo não! tem o @ClaroBlog !,0,0.1000000015,Neutro
@ClaroBrasil Cliente Claro acessa o Twitter de graça do seu celular #Claro,0.3000000119,0.3000000119,Neutro
@ClaroBlog AGUARDO CONTATO.,0,0,Neutro
@javilarusia @claro guapas!,0.6999999881,0.6999999881,Neutro
mas foi só eu falar com a @Anatel_Informa que a @ClaroBlog @ClaroBlog  devolveu meus sms. que coisa hein,0.1000000015,0.1000000015,Neutro
"Foco, força e Fé... Boa Tarde Mundo !!! ????????????????? #trabalho #metas #boatarde #clarobrasil #foco #força… http://t.co/l3s0e40Wfl",-0.1000000015,0.8000000119,Neutro
@ClaroBlog A gente pode se falar por #DM? rs,0,0.400000006,Neutro
Hora de Trabalhar! ?????????? #bomdia #trabalho #vamosquevamos #clarobrasil #mywork #foco #força #fe… http://t.co/5Aw3q4opUh,0,0.6000000238,Neutro
@ClaroBrasil OLA BOM DIA PRECISO DE UM CONTATO EM SAO PAULO E BELEM,0.5,0.5,Neutro
Visitando uzamigos da #clarobrasil http://t.co/wJT0fHi85e,0.1000000015,0.1000000015,Neutro
4G da Claro em São Paulo http://t.co/GGPgqBI6tZ #claro4g #sp #saopaulo #4gsaopaulo #celular #sinalcelular #clarosp #claro #clarobrasil,0.1000000015,0.1000000015,Neutro
"Maratona da FM O DIA! É #SIM, #CLARO OU #ComCerteza ??? :) Ansioso! É TUDO NOSSO! :)",0.3000000119,1,Neutro
"Se joga, se joga, joga Vem pra Claro Vem... ???????? #trabalho #mywork #clarobrasil #sejogavempraclarovem… http://t.co/Tr5a9x33Tq",0,0.1000000015,Neutro
"Amanhã ?
vou trabalhar lá em Copacabana , junto com a equipe da #ClaroBrasil.",0.200000003,0.6000000238,Neutro
"I'm at Loja Claro - @claroblog (Brasília, DF) http://t.co/1y6WtVUmgy",0.200000003,0.200000003,Neutro
Mostra o  Nadal esperando pra entrar com a mão enfiada dentro da bermuda #claro,-0.400000006,0.400000006,Neutro
#partiu #claro (@ Claro) http://t.co/tTXyY5zStE,0.200000003,0.200000003,Neutro
Photo: Bora trabalhar!! #ClaroBrasil #Instalife #AmoMuito #Work #Instajob http://t.co/EkKeXhQZ0J,0.200000003,0.400000006,Neutro
A #Claro não tá com sinal ou é só meu celular ?!,0.200000003,0.200000003,Neutro
A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/jhTBwTmkOk,0.200000003,0.6999999881,Irrelevante
Dê RT nesta ideia #OutubroRosa http://t.co/xl3wwKCuEV,0,0,Irrelevante
EMPREGO: 30 Vagas de Emprego na área de Call Center em Cuiabá | #Emprego #Operador #BancodoBrasil #vagas #Cuiabá http://t.co/iFfUh5UVwE,0.200000003,0.400000006,Irrelevante
"Não perca o Campeonato BB de Empreendedorismo, que vai eleger o melhor projeto de esporte universitário: http://t.co/CNX98gHJ0o.",0,0,Irrelevante
O @BancodoBrasil não está operando em sua capacidade plena. Necessidades podem ser solucionadas também por aqui: http://t.co/d8SFga9Ywx.,0.1000000015,0.3000000119,Irrelevante
"Com a rede de Correspondentes Mais BB, você faz diversas transações em supermercados, drogarias e muitos outros: http://t.co/N0MpC5lOBb.",0.8000000119,0.8000000119,Irrelevante
"#Logística. Cuiabá solicitou R$215 milhões para construção de silos, diz #BancodoBrasil. http://t.co/yooG9nHnd6",0.1000000015,0.3000000119,Irrelevante
"Na hora de fazer uma fezinha, aproveite as Lotéricas pra fazer saques e consultar o saldo da sua conta corrente:...",-0.200000003,0.200000003,Irrelevante
E aí? Descobriu o que é um DOC? Saiba a resposta: http://t.co/us9n7xpxmY :),0,0.5,Irrelevante
"Bora ser seu próprio chefe, trabalhar com esportes e ganhar 20 mil reais? A #InterU e o @BancoDoBrasil explicam como: http://t.co/ZgbqthSluF",0,0.1000000015,Irrelevante
BB Consórcio: um jeito inteligente de comprar sua bicicleta elétrica e ajudar a preservar o Planeta: http://t.co/3UimiRMY83.,0.6999999881,0.6999999881,Irrelevante
Saiba como evitar notas falsas: http://t.co/8d51awZeGL. O que valia muito pode acabar não valendo nada. #FicaDica,-0.3000000119,1.100000024,Irrelevante
Com o BB Crediário vc tem liberdade pra viajar pra onde quiser. Só não se esqueça de deixar um bilhete em casa: http://t.co/u5ZkDvIUAy.,0.200000003,0.6999999881,Irrelevante
"Ficou mais caro do que você esperava? Nem tudo está perdido, o BB pode te ajudar: http://t.co/u5ZkDvIUAy ;) http://t.co/rcQqdo4CBq",-0.1000000015,0.3000000119,Irrelevante
"Vc sabe o que significa TED? http://t.co/946eqNwuyP Com ele, vc transfere valores acima de mil reais. Daqui a pouco a gente dá a resposta.",0,0.200000003,Irrelevante
"Amando ou não, quem tá no Sul, Sudeste e Centro-Oeste precisa adiantar 1h os relógios este domingo. #HoráriodeVerão http://t.co/0EfessCLxm",-0.1000000015,0.400000006,Irrelevante
#torcidabrasil #bancodobrasil http://t.co/qTpnRxI0Xy,0,0,Irrelevante
Você sabe como usar os serviços BB por SMS? Saiba como se cadastrar: http://t.co/ruDQktVhJc. http://t.co/noK8tqIGOb,0,0.1000000015,Irrelevante
"Em vez de pagar caro em restaurantes, leve uma marmita de casa. Assim você economiza e fica #ForadoAperto. http://t.co/ydgZ4zXcYY",-0.1000000015,0.6000000238,Irrelevante
"Se liga na dica! A senha do seu cartão deve andar dentro da sua cabeça, não da sua carteira. http://t.co/ep7np164rT",-0.200000003,0.400000006,Irrelevante
O #BancodoBrasil poderá ter maior participação de capital estrangeiro. Um decreto presidencial publicado hoje no... http://t.co/kfSg5ZCLDo,-0.1000000015,0.6999999881,Irrelevante
E aí? Adivinhou pra que serve a Bolsa de Valores? http://t.co/Xdc2UXxZzn,0,0.400000006,Irrelevante
Evite realizar check-in na agência para não atrair quem você não quer encontrar na saída do Banco. #NãoDêBobeira http://t.co/4vJrSO1wmO,-0.1000000015,0.400000006,Irrelevante
Hj tem circuito #BancoDoBrasil Bs smith @pedrobarrossk8 #skateboarding #skate #brasil… http://t.co/wmuiMyzqrp,-0.5,0.5,Irrelevante
#FHC do @Rede45 privatizaria a @petrobras o @BancodoBrasil e a @CAIXA | http://t.co/sFPVCZ7ELB via @brasil247 @JNTVGloboBrasil MENTE P/VC,0,0.200000003,Irrelevante
#FHC do @Rede45 privatizaria a @petrobras o @BancodoBrasil e a @CAIXA | http://t.co/sFPVCZ7ELB via @brasil247 @JNTVGloboBrasil MENTE P/VC,0,0.200000003,Irrelevante
"Agora é a vez deles. Se você também apoia o #NovembroAzul, dê RT nessa ideia! ;) http://t.co/eaMaHYVBWF",0.1000000015,0.8000000119,Irrelevante
Quer transferir dinheiro para alguém que não tem conta em banco? Agora você pode! Conheça o BB Conta de Pagamento: http://t.co/emUhHgIP7z.,0,1,Irrelevante
Banco do Brasil lança produto que permite transferência bancária para beneficiário sem conta  #BancoDoBrasil http://t.co/AADfoFOIoQ,-0.1000000015,0.1000000015,Irrelevante
Banco do Brasil recorre ao NFC para dispensar senha em compras de até R$ 50. http://t.co/Yj6ALCmgsG #BancodoBrasil... http://t.co/gaL7pBJrya,0.3000000119,0.3000000119,Irrelevante
Aprenda a autorizar o Internet Banking pelo celular em 3 passos e tenha todos os benefícios do BB na palma da mão: http://t.co/yAfa7JaZcr.,0,0,Irrelevante
#BancoDoBrasil Banco do Brasil lança produto que permite transferência bancária para beneficiário sem conta http://t.co/FXsmqTn7gc,-0.200000003,0.200000003,Irrelevante
"RT @BlogDoTato: Fundação @BancodoBrasil [do pt] desviou R$ 36 milhões a ONGs ligadas ao PTzão, diz jornal  http://t.co/K69wxOFPgb",0,0,Irrelevante
@BancodoBrasil ahnn o que aconteceu com o twitter @MaisBB? Não consigo responder nem achar,-0.400000006,0.8999999762,Irrelevante
Até o dia 30/11 cliente BB emite passagens pela Azul usando a partir de 3 mil pontos por trecho: http://t.co/bWDiFmkiZZ.,0,0,Irrelevante
??????  #show #rhcp #redhotchilipeppers #rio #brasil #bancodobrasil http://t.co/Bsw16JPGdH,0.1000000015,0.5,Irrelevante
#bancodobrasil #Petropolis #RiodeJaneiro #ruadoimperador http://t.co/QVBoqMDMMv,0,0,Irrelevante
Banco do Brasil: Lucro recorde http://t.co/UbGiiSIyqA #BB #BancoDoBrasil #Lucro,0.3000000119,0.3000000119,Irrelevante
#DarBobeiraÉ achar que o BB envia e-mail pedindo a atualização dos seus dados cadastrais ou com resultado de sorteio: http://t.co/mufifteIdW,0,0,Irrelevante
#Balanço mostra q financiamento de imóvel popular pelo #BancodoBrasil cresceu 15% no terceiro trimestre de 2013: http://t.co/mdpAk5IeiR,-0.200000003,0.200000003,Irrelevante
"O Banco do Brasil apresenta a Revista Estilo. Cultura, viagem, gastronomia, moda, design, tendências e muito mais: http://t.co/PAcwvt6Sq5.",0.8000000119,1.600000024,Irrelevante
Colabore com o ciclo da água! O @BancoDoBrasil está fazendo sua parte com o projeto Água Brasil. Conheça: http://t.co/J1zu9TZ5GQ.,0.200000003,0.6999999881,Irrelevante
@veja para onde foi parte dos R$ 73 milhões que Pizzolato do @bancodobrasil liberou para a DNA Propaganda: http://t.co/kajeSd40EZ #ap470 !!!,-0.6999999881,0.6999999881,Irrelevante
Hoje é o Dia Nacional da Consciência Negra e essa é uma homenagem do Banco do Brasil: http://t.co/1698ZSm8Io :),0.6000000238,0.6000000238,Irrelevante
deus nos abençoe amém!!! #sonhar @bb,0,0.1000000015,Irrelevante
13 dias até a quinta etapa da #CopaBrasilDeSkateVertical #bancodobrasil #brasilia http://t.co/G2bMy9I3RZ,0.8000000119,0.8000000119,Irrelevante
BB ultrapassa R$ 500 milhões em programa de agronegócio. http://t.co/pUSdsvJ9ID @BancodoBrasil,0.3000000119,0.3000000119,Irrelevante
"#BancodoBrasil avalia ação para recuperar dinheiro desviado no mensalão. O banco pediu para o presidente do #STF,... http://t.co/9qw6ES5FRQ",0,0.1000000015,Irrelevante
"Itaú, Bradesco e Banco do Brasil são as marcas mais valiosas do país. (http://t.co/Au1AmgxLfR)  #interbrand #itaú #bradesco #bb",0.3000000119,0.3000000119,Irrelevante
Novo modelo de negócio é estudado para o Banco Postal. http://t.co/MCsMmNK17d @BancoDoBrasil,0,0,Irrelevante
"O #BancodoBrasil não poderá entrar com ação para reaver 73 milhões,pois a grana não era dele,era do FundoVisanet vários sócios privados.",-0.400000006,0.400000006,Irrelevante
"Para mais praticidade e segurança, você já sabe qual é a palavrinha mágica: BB Code. http://t.co/3qp46CvfeF http://t.co/m3EsXvxP7c",0.400000006,0.400000006,Irrelevante
"Saiu no Diário Oficial de ontem a contratação da #Cesgranrio, pelo #BancodoBrasil para organizar novo concurso. Veja: http://t.co/oXcVqjizV8",0,0.1000000015,Irrelevante
#sandradesa #bbcovers #vivorio #riodejaneiro #BancodoBrasil http://t.co/eEIEdYwgZ7,0,0,Irrelevante
Aproveite as nossas dicas pra encher o carrinho de desconto e não de dor de cabeça. #BlackFriday http://t.co/8cjduOkhJD,0,0.1000000015,Irrelevante
Aproveite! O prazo de inscrições para o edital de cessão de espaços do CCBB foi pro dia 2/12: http://t.co/xilEHgyk7g. http://t.co/J1feIqVU9n,0,0.1000000015,Irrelevante
@santoevandro abrilhantando nosso evento!!!! #festafinaldeanobb #noitedoboteco  #BancodoBrasil http://t.co/6tXE7BExdW,0.1000000015,0.200000003,Irrelevante
#DarBobeiraÉ achar que o caixa eletrônico imprime comprovantes sem a sua solicitação. Não caia em golpes! ;),-0.1000000015,1.200000048,Irrelevante
Hoje é o Dia Nacional da Pessoa com Deficiência. Conheça as oportunidades que o BB oferece: http://t.co/NkByEwbKEY. http://t.co/AwRTeX8fUm,0,0.200000003,Irrelevante
"Para aprimorar nosso atendimento, migramos do MaisBB para este perfil. Caso queira falar com a gente, estamos à disposição! :)",0.400000006,0.8000000119,Irrelevante
"Na Revista Estilo BB, você também encontra tendências e as maiores novidades em moda e design. Acesse: http://t.co/PAcwvt6Sq5.",0.3000000119,0.6000000238,Irrelevante
"@ajaguaribe olá, bom dia! Nos siga pelo @BancodoBrasil e via DM informe a agência e conta ou cpf para verificarmos.",0.3000000119,0.6999999881,Irrelevante
BB reduz juros de Crédito Acessibilidade. http://t.co/wSR41jFv2S @BancodoBrasil,0.200000003,0.200000003,Irrelevante
"Obrigada, @BancodoBrasil #DiaDoFonoaudiólogo http://t.co/MGXlHy0ks4",0,0,Irrelevante
"Patrimônio da Humanidade, cidade de Diamantina é homenageada com moeda. http://t.co/8RrglFNxj4 @BancoDoBrasil",0.1000000015,0.1000000015,Irrelevante
"Identificamos problemas nos aplicativos de smartphones. Mesmo sem riscos nas transações, suspendemos o acesso. Lamentamos o ocorrido.",0.1000000015,0.3000000119,Irrelevante
"@Sangue_Latino Olá, bom dia! Ainda não compreendemos sua interação, poderia, por gentileza, nos fornecer mais detalhes?",0.1000000015,0.400000006,Irrelevante
"@Sangue_Latino Olá, boa tarde! Não compreendemos qual a relação do BB com o problema informado.",0,0,Irrelevante
"#JáEraPraSaber Sempre que for viajar, desconecte os aparelhos de casa da tomada e evite gastar energia a toa. ;) http://t.co/wGiTpGu4hC",0.8000000119,0.8000000119,Irrelevante
"Estudando para o #BancoDoBrasil?

Edital de abertura completo: http://t.co/dmHrMSrYns
Traduzindo o edital:... http://t.co/00Z15QfF1z",0.1000000015,0.5,Irrelevante
"Estudando para o #BancoDoBrasil?

Edital de abertura completo: http://t.co/iiG5bDidUZ
Traduzindo o edital:... http://t.co/hbUCuJp5Hc",0.1000000015,0.5,Irrelevante
"Estudando para o #BancoDoBrasil?

Edital de abertura completo: http://t.co/QvRZFJoAGy
Traduzindo o edital:... http://t.co/fB9pxJ6sGa",0.1000000015,0.5,Irrelevante
"Estudando para o #BancoDoBrasil?

Edital de abertura completo: http://t.co/iiG5bDidUZ
Traduzindo o edital:... http://t.co/YrWsI17M3z",0.1000000015,0.5,Irrelevante
Banco do Brasil promove #ConcursoPúblico em oito estados e no DF. Inscrições vão até 7 de janeiro! http://t.co/UQWV4H79At @BancodoBrasil,0.1000000015,0.8000000119,Irrelevante
O Banco do Brasil pede desculpas pela indisponibilidade temporária dos serviços. Os sistemas estarão disponíveis gradativamente.,0.1000000015,0.200000003,Irrelevante
"Estudando para o #BancoDoBrasil?

Edital de abertura completo: http://t.co/iiG5bDidUZ
Traduzindo o edital:... http://t.co/d1CdfWn2WR",0.1000000015,0.5,Irrelevante
"#BancoDoBrasil publica #retificação que trata dos locais de realização das provas.
Confira: http://t.co/0CjlhFIcX3",0,0.1000000015,Irrelevante
#BancodoBrasil retifica #edital de #concurso com 8.710 vagas: http://t.co/tGXbogQ0Pu,0.200000003,0.200000003,Irrelevante
Mais uma agência do #BancoDoBrasil foi arrombada no RN. Dessa vez foi em Carnaúba dos Dantas.,0,0.3000000119,Irrelevante
"Estudando para o #BancoDoBrasil?

Edital de abertura completo: http://t.co/QvRZFJoAGy
Traduzindo o edital:... http://t.co/4EGudzw9Ss",0.1000000015,0.5,Irrelevante
Crédito consignado completa 10 anos e atinge R$ 62 bi de carteira no BB. http://t.co/aRnGLo4uZT @BancodoBrasil,0,0,Irrelevante
"Estudando para o #BancoDoBrasil? São 8.630 vagas p/ todo o Brasil.

Edital de abertura completo:... http://t.co/itQG06zZZ6",0.1000000015,0.6000000238,Irrelevante
"Ahhh o verão... Tem quem ame, tem quem odeie, mas não tem jeito: hoje começa a estação mais quente do ano! ?",0,0.1000000015,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/uqmRRVUucv",0.1000000015,0.6999999881,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/tU6KvL7nn4",0.1000000015,0.6999999881,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/Jxu5YBSBks",0.1000000015,0.6999999881,Irrelevante
#concurso #bancodobrasil me aguarde...,0,0,Irrelevante
#RaçaBrasil! As meninas do #handebol estão na frente por 19 a 17. @euvoumaislonge @BancodoBrasil @CBHb1 http://t.co/GQawvhZx6g,0,0.1000000015,Irrelevante
"Brasil CAMPEÃO mundial de #handebol! Parabéns, meninas \o/ da @CBHb1. #RaçaBrasil @euvoumaislonge @BancodoBrasil http://t.co/D6sF7TqDEU",0.200000003,0.6000000238,Irrelevante
A vitória das meninas do #handebol tbm é de todos que acreditaram no esporte! @euvoumaislonge @BancodoBrasil @CBHb1. http://t.co/byfoVFNZPq,0,0.1000000015,Irrelevante
"Governo Federal apóia o Handebol Feminino do Brasil via #BancodoBrasil e #Correios. Valeu, @dilmabr",0,0.1000000015,Irrelevante
"Rt @Marcos_2014 Governo Federal apóia o Handebol Feminino do Brasil via #BancodoBrasil e #Correios. Valeu, @dilmabr Vc Brilha....",0.1000000015,0.200000003,Irrelevante
Fiz minha inscrição para o #concurso do #bancodobrasil,0.1000000015,0.1000000015,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/T54WfLgXWg",0.1000000015,0.6999999881,Irrelevante
"Os perfis do BB nas redes sociais possuem o selo de verificação. Se vc receber mensagem sem o selo azul, fique esperto. #NãoDêBobeira",0.1000000015,0.5,Irrelevante
O @BancodoBrasil fará uma doação à entidade que vencer a votação. Curitiba concorre com o Hospital Pequeno Príncipe. http://t.co/lvgbpNHfTV,0.1000000015,0.3000000119,Irrelevante
"Estudando para o #BancodoBrasil?

Confira uma apostila grátis de exercícios que o Gran Cursos preparou... http://t.co/TAi0xEgJL4",0.3000000119,0.8000000119,Irrelevante
"Estudando para o #BancodoBrasil?

Confira uma apostila grátis de exercícios que o Gran Cursos preparou... http://t.co/Us6YYxjknI",0.3000000119,0.8000000119,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/2MkdpPUVOE",0.1000000015,0.6999999881,Irrelevante
"Gostei de um vídeo @YouTube de @50cent http://t.co/l73EwSB06s Lloyd Banks @BB King, NYC - 5/26/10 + Tony Yayo Pass The Patron |",0.1000000015,0.1000000015,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/zCLobqs4MP",0.1000000015,0.6999999881,Irrelevante
 #BancoDoBrasil toma propriedade de agricultor por dívida de R$ 1.300 Reais http://t.co/F8V94UfLsA . Quem manda nesse país?,-0.1000000015,0.400000006,Irrelevante
"Troque as impressões da maquininha do cartão pelos extratos online ou na tela do TAA. Assim, você economiza papel e ajuda o meio ambiente!",0.200000003,0.400000006,Irrelevante
Por que não trocar o smartphone por uma brincadeira com seus filhos? Aproveite as férias de fim de ano para passar mais tempo com eles. ;),0.200000003,0.8000000119,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas!

Edital de abertura completo: http://t.co/iiG5bDidUZ
Traduzindo... http://t.co/FG9fOFS4iA",0.1000000015,0.6000000238,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas para todo o Brasil!

Edital de abertura completo:... http://t.co/kHpWN3IKHY",0.1000000015,0.6999999881,Irrelevante
"Estudando para o #BancoDoBrasil?

São 8.630 vagas!

Edital de abertura completo: http://t.co/iiG5bDidUZ
Traduzindo... http://t.co/7N1FvZQpag",0.1000000015,0.6000000238,Irrelevante
Saiu de casa e esqueceu o cartão? Tem problema não! C/ a Biometria vc pode sacar usando a palma da mão! \o/,0,1.200000048,Irrelevante
O @Bradesco põe pedras pontiagudas em calçada para afastar mendigos de agência em Manaus http://t.co/erGe7qyTFP,0.1000000015,0.1000000015,Irrelevante
"Vc também pode movimentar sua conta pelo celular, Internet Banking, tablet e máquinas de autoatendimento.",0.3000000119,0.3000000119,Irrelevante
"C/ o app do Bradesco no seu celular, vc paga suas contas c/ o leitor de código de barras de um jeito fácil e rápido. É só mirar e click! ;)",0.400000006,1.200000048,Irrelevante
Sempre confira o valor da compra antes de digitar sua senha. #segurança,-0.1000000015,0.1000000015,Irrelevante
Peça seu Cartão de Crédito Bradesco Visa com a 1ª Anuidade gratuita + 2 adicionais gratuitos. Leva menos de 3 minutos http://t.co/NlM081YE2R,0.3000000119,1,Irrelevante
